account_id,D_total_count,D_Total_Years,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,pension,base_salary,peak_salary
3719,20,1,14278.2617,200,19118,15,12745,NULL,NULL,NULL
3720,1,0,NULL,800,800,0,,5657,NULL,NULL
3721,1,0,NULL,500,500,0,,NULL,3391,3391
3722,16,1,14498.7097,400,18278,10,12185,NULL,NULL,NULL
3723,54,3,10104.2951,100,49485,31,1300,NULL,NULL,NULL
3724,13,1,11803.4651,400,43780,0,,NULL,NULL,NULL
3725,45,3,18357.5746,800,25490,35,16993,NULL,NULL,NULL
3726,43,2,35101.6741,400,49915,2,9700,NULL,NULL,NULL
3727,49,3,14542.0038,300,19044,29,12696,NULL,NULL,NULL
3728,8,4,404.4444,400,6500,0,,NULL,11213,16820
3729,1,0,NULL,300,300,0,,4412,NULL,NULL
3730,1,0,NULL,800,800,0,,5152,NULL,NULL
3731,1,0,NULL,1100,1100,0,,NULL,2962,2962
3732,1,0,NULL,500,500,0,,4673,NULL,NULL
3733,49,2,42926.2759,1000,49069,0,,NULL,NULL,NULL
3734,83,6,5955.1570,400,10000,58,4939,NULL,NULL,NULL
3735,71,3,48085.0557,300,49533,0,,NULL,NULL,NULL
3736,1,0,NULL,1000,1000,0,,6963,NULL,NULL
3737,1,0,NULL,1100,1100,0,,6852,NULL,NULL
3738,67,5,21992.5447,400,30501,54,20334,NULL,NULL,NULL
3739,23,2,20618.5304,600,27870,17,18580,NULL,NULL,NULL
3741,37,2,7736.8214,500,9513,23,6342,NULL,NULL,NULL
3742,1,0,NULL,1000,1000,0,,4454,NULL,NULL
3743,35,3,22709.0361,600,31335,27,20890,NULL,NULL,NULL
3745,29,5,4292.3077,200,32500,2,200,NULL,26258,39387
3746,32,3,21241.0820,1000,28538,25,19025,NULL,NULL,NULL
3747,86,5,11537.4747,1000,12861,46,8574,NULL,NULL,NULL
3748,1,0,NULL,1000,1000,0,,NULL,3192,3192
3749,30,2,25351.8706,800,35169,23,23446,NULL,NULL,NULL
3750,49,4,22194.7241,600,30350,37,20233,NULL,NULL,NULL
3751,66,5,21529.0366,700,29954,52,19969,NULL,NULL,NULL
3752,51,4,18633.3198,200,25604,40,17069,NULL,NULL,NULL
3753,1,0,NULL,900,900,0,,5937,NULL,NULL
3754,4,2,230.0000,100,4700,0,,NULL,29561,44342
3755,58,3,44961.2202,200,48659,0,,NULL,NULL,NULL
3756,77,4,37298.5212,400,49906,0,,NULL,NULL,NULL
3757,1,0,NULL,1100,1100,0,,NULL,29478,44217
3758,62,3,8634.1432,100,9200,32,6014,NULL,NULL,NULL
3759,1,0,NULL,600,600,0,,4930,NULL,NULL
3760,105,6,38236.0111,1000,49992,0,,NULL,NULL,NULL
3763,51,3,11952.9104,300,15424,33,10283,NULL,NULL,NULL
3764,19,3,1341.6667,100,12300,3,2600,NULL,3911,3911
3765,1,0,NULL,600,600,0,,NULL,3106,3106
3766,27,2,24888.0380,100,48643,0,,NULL,NULL,NULL
3767,42,3,12891.6578,300,17354,30,11569,NULL,NULL,NULL
3768,30,2,36805.1075,400,48822,0,,NULL,NULL,NULL
3769,1,0,NULL,700,700,0,,6851,NULL,NULL
3770,49,3,20784.6246,100,27134,32,18089,NULL,NULL,NULL
3771,79,6,27816.2413,100,48935,2,700,NULL,NULL,NULL
3772,38,3,25694.8118,1100,35361,30,23574,NULL,NULL,NULL
3773,1,0,NULL,700,700,0,,5791,NULL,NULL
3774,32,2,14716.9880,300,19410,23,12940,NULL,NULL,NULL
3775,1,0,NULL,300,300,0,,6136,NULL,NULL
3776,28,2,25279.9746,1000,34662,21,23108,NULL,NULL,NULL
3777,1,0,NULL,200,200,0,,NULL,3223,3223
3778,72,5,25003.8939,900,34197,55,22798,NULL,NULL,NULL
3779,52,3,12800.5934,100,17106,34,11404,NULL,NULL,NULL
3780,1,0,NULL,300,300,0,,6272,NULL,NULL
3781,74,6,26068.2463,800,36050,57,24033,NULL,NULL,NULL
3782,6,1,1612.5000,1100,7100,0,,NULL,28522,42783
3783,42,3,10243.8899,300,13313,30,8875,NULL,NULL,NULL
3784,50,3,9409.3162,300,11122,29,7415,NULL,NULL,NULL
3785,85,6,28258.5050,200,35763,57,23842,NULL,NULL,NULL
3786,112,6,44330.5107,300,49767,0,,NULL,NULL,NULL
3787,72,6,22599.9055,800,31425,58,20950,NULL,NULL,NULL
3788,177,6,8247.5890,200,40359,70,1000,NULL,NULL,NULL
3789,40,2,30605.1809,100,48247,2,100,NULL,NULL,NULL
3790,28,2,26818.8421,1100,48320,0,,NULL,NULL,NULL
3791,3,1,190.0000,100,1400,0,,NULL,27680,41520
3792,1,0,NULL,300,300,0,,5277,NULL,NULL
3793,35,2,12759.7098,100,16758,25,11172,NULL,NULL,NULL
3794,25,2,21176.0773,400,28107,19,18738,NULL,NULL,NULL
3795,35,3,20854.2169,900,28665,27,19110,NULL,NULL,NULL
3796,74,6,17037.5840,100,23362,55,15575,NULL,NULL,NULL
3797,29,4,1378.0000,200,9100,3,1000,NULL,NULL,NULL
3798,18,1,17331.8124,200,23165,13,15443,NULL,NULL,NULL
3799,27,2,18083.9674,900,24096,20,16064,NULL,NULL,NULL
3800,32,2,8422.0741,200,11090,22,7393,NULL,NULL,NULL
3801,31,2,23760.4329,200,32926,25,21951,NULL,NULL,NULL
3802,1,0,NULL,200,200,0,,4914,NULL,NULL
3803,45,3,9126.9297,600,11674,29,7783,NULL,NULL,NULL
3804,5,3,278.1250,200,3800,0,,NULL,31624,47436
3805,66,4,13515.8333,200,17745,45,11830,NULL,NULL,NULL
3806,34,3,24646.0104,200,33852,26,22568,NULL,NULL,NULL
3807,43,3,21500.2185,500,29298,33,19532,NULL,NULL,NULL
3808,74,5,17505.4229,100,23688,54,15792,NULL,NULL,NULL
3809,33,2,12337.1011,300,15570,20,10380,NULL,NULL,NULL
3810,1,0,NULL,500,500,0,,6541,NULL,NULL
3811,17,2,1885.7143,100,8400,3,800,NULL,3773,3773
3812,1,0,NULL,400,400,0,,4980,NULL,NULL
3813,19,1,12492.8571,1100,15465,12,10310,NULL,NULL,NULL
3814,13,2,1542.8571,300,11100,2,3300,NULL,NULL,NULL
3815,35,3,30227.1939,400,46613,2,32559,NULL,NULL,NULL
3816,23,3,2203.1250,100,9800,2,3500,NULL,NULL,NULL
3817,61,4,11331.3000,300,14691,39,9794,NULL,NULL,NULL
3818,82,6,19298.6347,100,26049,60,17366,NULL,NULL,NULL
3819,31,2,12049.8681,700,15980,20,10653,NULL,NULL,NULL
3820,87,5,14810.0379,200,18122,50,12081,NULL,NULL,NULL
3821,72,3,9666.8994,500,47518,33,500,NULL,NULL,NULL
3822,29,5,2220.6897,200,12300,2,6200,NULL,17347,26020
3823,12,4,4051.3850,600,47349,0,,NULL,NULL,NULL
3824,63,5,10317.5029,500,13947,47,9298,NULL,NULL,NULL
3825,23,5,4549.6048,100,41105,2,400,NULL,NULL,NULL
3826,69,4,9265.4097,300,10800,38,6778,NULL,NULL,NULL
3827,53,4,10048.7076,200,13664,42,9109,NULL,NULL,NULL
3828,1,0,NULL,1100,1100,0,,NULL,3016,3016
3830,11,2,2665.0000,200,15800,0,,NULL,14313,21470
3832,44,3,8998.2955,200,11670,29,7780,NULL,NULL,NULL
3833,20,1,29368.7640,800,48446,0,,NULL,NULL,NULL
3834,87,6,15555.5365,700,20812,59,13875,NULL,NULL,NULL
3835,76,6,15569.1130,800,21350,57,14233,NULL,NULL,NULL
3836,14,1,27440.2174,300,34790,10,23193,NULL,NULL,NULL
3837,17,5,1529.0909,800,11300,2,11300,NULL,13776,20664
3838,58,5,13783.5651,800,18860,46,12573,NULL,NULL,NULL
3839,1,0,NULL,600,600,0,,NULL,30721,46082
3840,1,0,NULL,700,700,0,,5970,NULL,NULL
3841,1,0,NULL,800,800,0,,4547,NULL,NULL
3842,1,0,NULL,800,800,0,,5031,NULL,NULL
3843,36,2,7833.1047,100,41413,27,1700,NULL,NULL,NULL
3844,1,0,NULL,200,200,0,,NULL,3390,3390
3845,45,4,26546.5287,500,36813,35,24542,NULL,NULL,NULL
3846,1,0,NULL,700,700,0,,NULL,3024,3024
3847,45,3,21797.5334,1000,30371,35,20247,NULL,NULL,NULL
3848,42,2,13224.8591,100,16293,25,10862,NULL,NULL,NULL
3849,53,4,18325.6775,700,25275,41,16850,NULL,NULL,NULL
3850,70,5,22135.2535,900,30315,54,20210,NULL,NULL,NULL
3851,25,2,21907.1498,300,46965,0,,NULL,NULL,NULL
3852,1,0,NULL,200,200,0,,5046,NULL,NULL
3854,16,3,1016.1290,200,11400,3,300,NULL,3330,3330
3855,42,3,24139.3019,300,32890,33,21927,NULL,NULL,NULL
3856,1,0,NULL,500,500,0,,4938,NULL,NULL
3857,1,0,NULL,200,200,0,,NULL,3275,3275
3858,69,3,7455.8212,200,39921,36,1700,NULL,NULL,NULL
3859,37,3,27751.6854,200,49998,2,11300,NULL,NULL,NULL
3860,4,1,517.6471,300,5800,0,,NULL,12485,18728
3861,24,2,27470.4142,700,37098,19,24732,NULL,NULL,NULL
3862,50,2,52460.6746,600,49627,0,,NULL,NULL,NULL
3863,80,5,14445.0393,300,19134,52,12756,NULL,NULL,NULL
3864,49,2,34040.0000,100,44117,0,,NULL,NULL,NULL
3865,48,4,21220.8857,500,29112,39,19408,NULL,NULL,NULL
3866,12,3,4478.8917,700,42634,0,,NULL,NULL,NULL
3867,20,1,15621.3018,800,20822,14,13881,NULL,NULL,NULL
3868,1,0,NULL,200,200,0,,5362,NULL,NULL
3869,107,4,54205.4244,200,49897,0,,NULL,NULL,NULL
3870,1,0,NULL,800,800,0,,5510,NULL,NULL
3871,1,0,NULL,300,300,0,,4356,NULL,NULL
3872,12,1,2016.6667,600,5600,2,2300,NULL,15013,22520
3874,67,4,11287.9439,200,13188,35,8792,NULL,NULL,NULL
3875,1,0,NULL,1100,1100,0,,NULL,38482,57723
3876,71,5,29943.8028,500,49936,0,,NULL,NULL,NULL
3877,27,2,23315.4930,500,31920,21,21280,NULL,NULL,NULL
3878,24,4,1122.4490,200,8400,3,1500,NULL,2902,2902
3880,1,0,NULL,800,800,0,,6871,NULL,NULL
3881,51,3,8440.1970,200,10142,28,6761,NULL,NULL,NULL
3882,35,5,986.3636,200,8800,5,1600,NULL,3246,3246
3883,184,6,6970.3232,300,45790,73,500,NULL,NULL,NULL
3884,33,2,9653.5286,100,12680,20,8453,NULL,NULL,NULL
3885,25,2,6358.2410,200,9600,17,5184,NULL,NULL,NULL
3886,78,5,30957.3621,400,49557,2,1600,NULL,NULL,NULL
3887,18,2,2007.1429,100,13500,2,2100,NULL,3020,3020
3888,25,4,1128.3019,500,10900,3,2200,NULL,NULL,NULL
3889,1,0,NULL,1100,1100,0,,NULL,2910,2910
3890,55,3,11120.6997,100,13700,28,8201,NULL,NULL,NULL
3891,72,5,17889.9948,600,24477,53,16318,NULL,NULL,NULL
3892,1,0,NULL,800,800,0,,NULL,3357,3357
3893,37,2,6390.1235,100,7400,20,4553,NULL,NULL,NULL
3894,1,0,NULL,600,600,0,,6868,NULL,NULL
3895,45,3,11465.8127,200,15626,34,10417,NULL,NULL,NULL
3896,3,3,262.8571,400,4500,0,,NULL,33747,50620
3897,22,2,24143.2066,1000,32781,16,21854,NULL,NULL,NULL
3898,1,0,NULL,800,800,0,,6915,NULL,NULL
3899,32,2,21186.7861,800,28932,25,19288,NULL,NULL,NULL
3901,18,1,19681.2338,800,25816,13,17211,NULL,NULL,NULL
3902,51,3,11181.8159,600,14480,33,9653,NULL,NULL,NULL
3903,51,4,18712.7473,500,26019,40,17346,NULL,NULL,NULL
3904,1,0,NULL,600,600,0,,NULL,3113,3113
3905,34,2,37037.6842,800,46345,0,,NULL,NULL,NULL
3906,2,1,653.3333,1100,8700,0,,NULL,33464,50196
3907,40,3,29489.0373,600,49440,0,,NULL,NULL,NULL
3908,1,0,NULL,700,700,0,,4810,NULL,NULL
3909,73,6,26131.5424,700,36600,59,24400,NULL,NULL,NULL
3910,1,0,NULL,1000,1000,0,,4506,NULL,NULL
3911,1,0,NULL,200,200,0,,NULL,2920,2920
3912,1,0,NULL,700,700,0,,6241,NULL,NULL
3913,30,2,16289.1364,900,21520,22,14347,NULL,NULL,NULL
3914,43,3,23968.1077,200,32543,33,21695,NULL,NULL,NULL
3915,72,6,25120.3907,100,34696,57,23131,NULL,NULL,NULL
3916,3,1,740.0000,800,3800,0,,NULL,16162,24243
3917,34,3,23113.8274,600,31596,27,21064,NULL,NULL,NULL
3918,67,5,10365.5495,700,13923,50,9282,NULL,NULL,NULL
3919,16,1,19826.3855,200,25845,11,17230,NULL,NULL,NULL
3920,77,5,28015.7496,300,49759,2,4300,NULL,NULL,NULL
3921,77,4,31564.1662,100,49694,2,1300,NULL,NULL,NULL
3922,1,0,NULL,900,900,0,,5673,NULL,NULL
3923,73,6,23887.9357,400,32956,57,21971,NULL,NULL,NULL
3924,1,0,NULL,300,300,0,,4764,NULL,NULL
3925,73,3,41070.2750,400,49419,2,6100,NULL,NULL,NULL
3926,1,0,NULL,400,400,0,,5427,NULL,NULL
3927,93,5,6965.2932,100,13500,51,4989,NULL,NULL,NULL
3928,60,3,6895.7773,300,42613,32,1200,NULL,NULL,NULL
3930,46,4,20967.2810,800,28833,36,19222,NULL,NULL,NULL
3931,37,3,21635.6538,1000,29508,29,19672,NULL,NULL,NULL
3932,1,0,NULL,600,600,0,,6957,NULL,NULL
3933,36,3,16118.3529,700,46242,2,10500,NULL,NULL,NULL
3934,1,0,NULL,700,700,0,,6362,NULL,NULL
3935,20,6,1037.1429,700,7900,2,3900,NULL,21736,32604
3936,18,3,1080.0000,200,11300,2,1900,NULL,3628,3628
3937,1,0,NULL,800,800,0,,5258,NULL,NULL
3938,62,5,24897.5799,1100,34551,50,23034,NULL,NULL,NULL
3939,85,5,9033.4125,100,11649,54,7766,NULL,NULL,NULL
3940,6,2,1085.7143,700,9100,0,,NULL,17895,26842
3941,1,0,NULL,300,300,0,,NULL,3164,3164
3942,54,3,38992.6883,100,49647,0,,NULL,NULL,NULL
3943,1,0,NULL,300,300,0,,NULL,2913,2913
3944,41,3,19198.5492,800,25996,32,17331,NULL,NULL,NULL
3945,25,3,1527.0270,100,12100,2,1600,NULL,NULL,NULL
3946,30,2,19149.5876,900,26493,24,17662,NULL,NULL,NULL
3947,37,3,22232.4857,400,30665,29,20443,NULL,NULL,NULL
3948,66,5,16300.9429,200,22635,50,15090,NULL,NULL,NULL
3949,19,3,5196.1395,300,46499,3,2000,NULL,NULL,NULL
3950,17,1,27298.7069,400,36156,13,24104,NULL,NULL,NULL
3951,23,2,6771.9749,600,8302,15,5535,NULL,NULL,NULL
3952,1,0,NULL,500,500,0,,6610,NULL,NULL
3953,4,1,3069.2308,500,20700,0,,NULL,31786,47679
3954,1,0,NULL,1000,1000,0,,6109,NULL,NULL
3955,99,5,9352.6369,100,11534,54,7689,NULL,NULL,NULL
3956,39,2,13040.5058,100,15586,21,10391,NULL,NULL,NULL
3957,1,0,NULL,700,700,0,,NULL,30463,45694
3958,14,1,26589.6491,1000,34526,10,23017,NULL,NULL,NULL
3959,8,2,2650.0000,300,13700,2,7000,NULL,16806,25209
3960,1,0,NULL,500,500,0,,4807,NULL,NULL
3961,1,0,NULL,700,700,0,,NULL,3464,3464
3962,11,2,1629.1667,100,12000,0,,NULL,NULL,NULL
3963,16,1,15488.2963,600,19296,11,12864,NULL,NULL,NULL
3964,1,0,NULL,800,800,0,,NULL,3219,3219
3965,23,5,2527.5862,200,21000,2,4400,NULL,14097,21146
3966,1,0,NULL,800,800,0,,4334,NULL,NULL
3967,56,2,45307.9584,100,49963,0,,NULL,NULL,NULL
3968,37,3,19125.4749,1100,26292,30,17528,NULL,NULL,NULL
3969,68,5,18863.4783,600,26274,55,17516,NULL,NULL,NULL
3970,2,1,307.1429,200,4100,0,,NULL,38155,57232
3971,25,2,27624.2748,200,44773,0,,NULL,NULL,NULL
3972,70,5,18907.9660,700,25902,51,17268,NULL,NULL,NULL
3973,44,3,11845.7066,200,15618,30,10412,NULL,NULL,NULL
3974,36,3,16820.9109,900,22816,28,15211,NULL,NULL,NULL
3975,1,0,NULL,400,400,0,,NULL,3404,3404
3976,1,0,NULL,600,600,0,,6453,NULL,NULL
3977,1,0,NULL,800,800,0,,4636,NULL,NULL
3978,49,4,24064.5161,700,33327,38,22218,NULL,NULL,NULL
3979,38,3,11710.4753,700,15797,28,10531,NULL,NULL,NULL
3980,91,6,10551.0260,100,12833,57,8555,NULL,NULL,NULL
3981,1,0,NULL,500,500,0,,NULL,3397,3397
3982,1,0,NULL,700,700,0,,NULL,3230,3230
3983,72,6,15867.2267,900,21939,59,14626,NULL,NULL,NULL
3984,1,0,NULL,500,500,0,,4041,NULL,NULL
3985,1,0,NULL,900,900,0,,4077,NULL,NULL
3986,25,1,12411.9663,300,15256,15,10171,NULL,NULL,NULL
3987,19,1,12206.9799,200,15608,12,10405,NULL,NULL,NULL
3988,57,2,6937.5379,100,26346,20,1000,NULL,NULL,NULL
3989,1,0,NULL,900,900,0,,4016,NULL,NULL
3990,32,2,29328.2727,300,49456,0,,NULL,NULL,NULL
3991,1,0,NULL,300,300,0,,6943,NULL,NULL
3992,14,1,22015.0847,200,29744,10,19829,NULL,NULL,NULL
3993,38,3,21715.6493,400,30022,29,20015,NULL,NULL,NULL
3994,51,3,36962.3286,200,49808,0,,NULL,NULL,NULL
3995,48,3,11230.7303,200,14710,33,9807,NULL,NULL,NULL
3996,1,0,NULL,1100,1100,0,,6646,NULL,NULL
3997,63,5,8756.5867,200,12027,49,8018,NULL,NULL,NULL
3998,35,3,18421.3098,100,25059,26,16706,NULL,NULL,NULL
3999,94,6,16395.0586,400,26400,56,12245,NULL,NULL,NULL
4000,167,5,8636.8381,200,48404,66,1600,NULL,NULL,NULL
4001,26,4,1228.2609,100,12800,5,600,NULL,NULL,NULL
4003,34,1,62257.3348,400,49238,0,,NULL,NULL,NULL
4008,25,3,2375.7576,300,9700,2,5100,NULL,NULL,NULL
4009,59,5,26748.7543,900,37130,48,24753,NULL,NULL,NULL
4010,30,2,15394.0024,900,21252,23,14168,NULL,NULL,NULL
4013,43,5,4219.0476,100,16700,2,9200,NULL,10030,15045
4014,85,4,49593.2813,100,49252,0,,NULL,NULL,NULL
4026,7,1,1000.0000,600,6900,0,,NULL,26204,39306
4033,29,2,13555.3785,500,18368,20,12245,NULL,NULL,NULL
4034,105,6,7398.2317,200,17100,59,5080,NULL,NULL,NULL
4035,13,5,1431.6667,400,18700,0,,NULL,29880,44820
4047,59,3,31681.7406,200,49594,2,9100,NULL,NULL,NULL
4052,9,2,2600.0000,900,13900,2,13900,NULL,18981,28472
4055,73,6,21856.7458,200,30422,59,20281,NULL,NULL,NULL
4059,26,5,954.2373,100,10900,3,600,NULL,NULL,NULL
4066,2,2,183.3333,400,5100,0,,NULL,32245,48368
4069,41,2,6470.4636,300,10100,20,4216,NULL,NULL,NULL
4071,2,0,3800.0000,1100,2700,0,,NULL,19872,29808
4078,73,6,25648.8370,300,35604,59,23736,NULL,NULL,NULL
4079,120,5,39674.7515,200,49503,2,7600,NULL,NULL,NULL
4081,46,3,13075.9113,200,17817,34,11878,NULL,NULL,NULL
4082,61,4,22283.9801,100,48559,2,13200,NULL,NULL,NULL
4086,1,0,NULL,700,700,0,,NULL,42357,63536
4088,42,3,29882.8824,100,49512,0,,NULL,NULL,NULL
4090,13,2,1834.6154,200,13300,2,200,NULL,NULL,NULL
4091,22,1,17210.8537,400,21580,14,14387,NULL,NULL,NULL
4092,36,3,13005.3761,700,17388,27,11592,NULL,NULL,NULL
4093,91,6,5855.0789,300,49614,69,700,NULL,NULL,NULL
4099,32,3,19968.6207,800,27216,25,18144,NULL,NULL,NULL
4102,12,2,4404.8316,700,48788,0,,NULL,NULL,NULL
4103,75,4,41038.6755,100,49396,0,,NULL,NULL,NULL
4105,114,4,7188.7045,100,48207,44,1700,NULL,NULL,NULL
4109,106,4,6417.6726,300,44941,48,300,NULL,NULL,NULL
4116,27,1,50108.9663,1000,49467,0,,NULL,NULL,NULL
4119,104,5,5242.0659,100,45681,63,400,NULL,NULL,NULL
4121,64,4,7683.8084,200,40995,43,1900,NULL,NULL,NULL
4127,16,2,12318.8841,700,45402,0,,NULL,NULL,NULL
4128,21,1,29742.8194,700,49319,0,,NULL,NULL,NULL
4130,22,2,21559.5027,300,49326,0,,NULL,NULL,NULL
4131,101,4,49907.6382,700,49895,0,,NULL,NULL,NULL
4132,12,1,6054.7317,1000,40348,2,2500,NULL,NULL,NULL
4134,100,6,33374.7865,500,48668,2,800,NULL,NULL,NULL
4140,14,1,24958.4511,800,31589,10,21059,NULL,NULL,NULL
4143,17,1,25060.5140,1000,32294,12,21529,NULL,NULL,NULL
4144,48,2,37113.5187,1100,49145,2,9200,NULL,NULL,NULL
4150,20,1,19700.3633,600,26026,15,17351,NULL,NULL,NULL
4156,29,1,27832.7222,200,47666,2,5200,NULL,NULL,NULL
4158,3,1,214.2857,600,1500,0,,NULL,26118,39177
4159,129,5,7502.5805,200,49859,66,400,NULL,NULL,NULL
4161,50,4,12283.9309,500,16756,38,11171,NULL,NULL,NULL
4171,99,6,29655.3284,200,49827,2,13100,NULL,NULL,NULL
4173,37,5,4001.6103,400,39330,3,400,NULL,NULL,NULL
4186,30,2,22662.0357,900,31094,23,20729,NULL,NULL,NULL
4190,67,3,14503.3906,100,16557,32,11038,NULL,NULL,NULL
4195,95,5,45903.5221,700,49442,2,7669,NULL,NULL,NULL
4204,9,3,3740.4918,600,36085,0,,NULL,NULL,NULL
4208,35,2,4381.7990,800,14807,21,1200,NULL,NULL,NULL
4214,58,3,38156.6970,700,48141,2,7900,NULL,NULL,NULL
4225,68,6,23890.3056,1100,33178,55,22119,NULL,NULL,NULL
4237,66,5,31439.1002,600,49471,0,,NULL,NULL,NULL
4240,6,4,477.5510,500,7000,0,,NULL,27666,41499
4245,61,5,16840.3929,500,22856,46,15237,NULL,NULL,NULL
4253,2,2,176.0000,1000,3400,0,,NULL,41252,61878
4254,93,6,7304.6706,100,44966,68,1900,NULL,NULL,NULL
4255,4,5,219.3548,900,5200,0,,NULL,34430,51645
4258,50,3,32090.5641,300,49573,3,300,NULL,NULL,NULL
4259,1,0,NULL,900,900,0,,NULL,44110,66165
4260,3,0,516.6667,700,1400,0,,NULL,24453,36680
4263,24,3,7554.7317,100,49269,2,1600,NULL,NULL,NULL
4264,62,5,23480.2956,200,32250,50,21500,NULL,NULL,NULL
4266,24,2,18950.6726,300,25338,19,16892,NULL,NULL,NULL
4268,39,2,15515.4917,200,16700,18,9969,NULL,NULL,NULL
4269,58,3,36737.1389,300,49429,0,,NULL,NULL,NULL
4273,33,3,24618.6368,900,47067,0,,NULL,NULL,NULL
4276,82,4,38233.8233,100,49795,2,100,NULL,NULL,NULL
4283,53,4,22984.7055,200,31821,41,21214,NULL,NULL,NULL
4286,21,2,20166.2029,1100,49892,0,,NULL,NULL,NULL
4287,71,5,7110.2550,400,9330,51,6220,NULL,NULL,NULL
4293,61,3,39743.7331,400,49244,2,2400,NULL,NULL,NULL
4296,73,6,20245.3007,200,28094,59,18729,NULL,NULL,NULL
4301,20,1,14529.7753,900,19110,15,12740,NULL,NULL,NULL
4309,15,1,3345.9444,300,22853,2,1800,NULL,NULL,NULL
4318,7,6,507.3529,200,11100,0,,NULL,46096,69144
4320,54,2,49292.6780,600,49781,0,,NULL,NULL,NULL
4321,140,6,47469.6300,400,49669,0,,NULL,NULL,NULL
4328,64,4,7379.8532,300,9618,45,6412,NULL,NULL,NULL
4329,133,5,9121.0878,300,46557,59,1900,NULL,NULL,NULL
4330,49,3,32607.8251,1100,49660,0,,NULL,NULL,NULL
4332,17,1,33878.3333,1000,47226,2,1000,NULL,NULL,NULL
4336,30,1,38335.0951,200,49329,0,,NULL,NULL,NULL
4337,104,5,41611.1099,900,49907,0,,NULL,NULL,NULL
4342,60,3,40471.4330,500,48666,0,,NULL,NULL,NULL
4343,65,5,17007.1452,300,23408,50,15605,NULL,NULL,NULL
4346,62,3,47279.7619,800,48712,0,,NULL,NULL,NULL
4347,117,6,6490.0527,100,48229,71,900,NULL,NULL,NULL
4349,1,0,NULL,700,700,0,,NULL,32768,49152
4350,88,6,24166.1505,1000,37900,57,17565,NULL,NULL,NULL
4352,68,5,26255.5013,400,36404,55,24269,NULL,NULL,NULL
4354,33,2,35922.9857,1000,48563,0,,NULL,NULL,NULL
4355,164,6,7234.4591,400,43825,72,1400,NULL,NULL,NULL
4356,63,5,7290.5737,700,9888,49,6592,NULL,NULL,NULL
4358,38,2,48746.7421,300,48225,0,,NULL,NULL,NULL
4361,6,3,1175.0000,700,17600,0,,NULL,45076,67614
4368,17,4,1887.2340,500,10900,2,8000,NULL,11624,17436
4375,1,0,NULL,800,800,0,,NULL,47883,71824
4377,92,6,38240.9218,100,49877,2,3400,NULL,NULL,NULL
4379,32,2,6482.8699,500,9200,25,5679,NULL,NULL,NULL
4383,48,2,44131.5175,800,49342,0,,NULL,NULL,NULL
4385,91,5,7534.8864,100,48082,61,1900,NULL,NULL,NULL
4386,15,1,21446.7717,600,45412,0,,NULL,NULL,NULL
4389,32,2,15854.4804,400,21494,24,14329,NULL,NULL,NULL
4405,35,2,29848.2781,100,49130,0,,NULL,NULL,NULL
4408,73,5,36473.7433,800,49767,2,800,NULL,NULL,NULL
4413,1,0,NULL,1100,1100,0,,NULL,33452,50178
4414,108,5,14190.4236,200,16257,52,10838,NULL,NULL,NULL
4415,49,3,26833.2748,600,36486,35,24324,NULL,NULL,NULL
4416,152,5,7892.6780,200,49892,60,1400,NULL,NULL,NULL
4418,62,5,14727.9070,200,20453,48,13635,NULL,NULL,NULL
4423,68,4,31294.9774,200,48083,0,,NULL,NULL,NULL
4424,39,3,9598.5933,500,12424,29,8283,NULL,NULL,NULL
4427,100,5,12126.5471,100,14886,55,9924,NULL,NULL,NULL
4434,108,4,51388.3673,400,48108,0,,NULL,NULL,NULL
4437,143,5,6858.0848,300,46899,63,1800,NULL,NULL,NULL
4438,41,2,7558.5862,300,13900,24,5146,NULL,NULL,NULL
4439,44,3,5492.3377,300,6783,30,4522,NULL,NULL,NULL
4442,33,2,14293.9412,300,19328,23,12885,NULL,NULL,NULL
4445,18,1,13720.4321,400,18400,13,12267,NULL,NULL,NULL
4447,39,2,33272.7784,200,49871,0,,NULL,NULL,NULL
4448,111,6,35321.6418,200,47519,2,8000,NULL,NULL,NULL
4454,30,2,11858.4100,100,15584,20,10389,NULL,NULL,NULL
4456,49,2,41265.4223,500,49368,0,,NULL,NULL,NULL
4458,19,3,4039.2500,100,21817,2,1400,NULL,NULL,NULL
4462,49,3,27278.4480,900,49631,2,10000,NULL,NULL,NULL
4463,73,5,8408.4224,600,10904,53,7269,NULL,NULL,NULL
4467,2,0,6300.0000,300,6000,0,,NULL,14367,21550
4470,3,2,175.0000,500,2100,0,,NULL,40569,60854
4471,2,1,162.5000,600,700,0,,NULL,30292,45438
4473,40,3,26362.1039,500,36638,31,24425,NULL,NULL,NULL
4475,2,0,4300.0000,500,3800,0,,NULL,16919,25378
4476,54,4,15684.3271,300,21513,40,14342,NULL,NULL,NULL
4478,66,5,26058.1615,800,36372,54,24248,NULL,NULL,NULL
4480,34,2,8898.5106,200,11574,23,7716,NULL,NULL,NULL
4484,99,6,33914.1284,700,49763,2,2300,NULL,NULL,NULL
4488,37,3,10078.1250,300,13290,26,8860,NULL,NULL,NULL
4493,28,2,23011.7330,100,47538,0,,NULL,NULL,NULL
4503,73,4,40915.6876,200,49528,0,,NULL,NULL,NULL
4511,93,5,7954.6081,100,8883,52,5922,NULL,NULL,NULL
4514,1,0,NULL,300,300,0,,NULL,49200,73800
