account_id,D_total_count,D_Total_Months,Total_D,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,Pension,Base_Salary,Peak_Salary
3545,72,71,1537722,21709.0165,900,30304,58,20203,0,0,0
3546,25,23,562250,24915.0665,800,33411,19,22274,0,0,0
3547,1,0,300,0.0000,300,300,0,,4026,0,0
3548,1,0,1000,0.0000,1000,1000,0,,6022,0,0
3549,1,0,600,0.0000,600,600,0,,4898,0,0
3550,37,30,453580,15254.9327,1000,19716,25,13144,0,0,0
3551,25,52,51000,980.7692,200,10400,3,700,0,3288,3288
3552,59,40,573279,14452.4118,300,17210,33,11473,0,0,0
3553,42,40,671913,16811.8349,1000,23038,33,15359,0,0,0
3554,167,71,502129,7068.9207,100,46550,71,900,0,0,0
3555,13,49,37700,769.3878,100,7900,0,,0,20548,30822
3556,6,11,18900,1718.1818,100,7100,0,,0,17483,26224
3557,1,0,400,0.0000,400,400,0,,0,3393,3393
3558,1,0,400,0.0000,400,400,0,,0,43743,65614
3559,40,36,554804,15454.1504,300,21054,30,14036,0,0,0
3560,1,0,800,0.0000,800,800,0,,5026,0,0
3561,1,0,600,0.0000,600,600,0,,4324,0,0
3562,53,29,1288305,44526.6705,1000,49720,0,,0,0,0
3563,32,30,590160,19982.8442,1000,27132,25,18088,0,0,0
3564,29,25,208380,8357.4866,1000,10428,20,6952,0,0,0
3565,11,20,32800,1640.0000,100,12000,0,,0,3594,3594
3566,79,67,428609,6384.4439,200,8032,55,5355,0,0,0
3567,69,49,1489516,30690.5769,400,49989,0,,0,0,0
3568,1,0,500,0.0000,500,500,0,,5243,0,0
3569,65,27,202879,7413.3618,200,43016,27,900,0,0,0
3570,102,61,522002,8534.0926,100,13600,50,5755,0,0,0
3571,91,61,444144,7225.7701,100,7900,50,5169,0,0,0
3572,1,0,900,0.0000,900,900,0,,6213,0,0
3573,14,29,109163,3764.2414,400,25299,0,,0,0,0
3574,7,21,21000,1000.0000,100,8900,0,,0,3492,3492
3575,87,64,580253,9066.4531,100,11408,53,7605,0,0,0
3576,1,0,900,0.0000,900,900,0,,4065,0,0
3577,29,19,292712,15140.2759,700,17919,16,11946,0,0,0
3578,40,34,501436,14676.1756,600,19064,28,12709,0,0,0
3579,54,52,1363207,26181.9526,1000,36128,43,24085,0,0,0
3580,72,65,1054580,16149.7703,400,21946,54,14631,0,0,0
3581,24,21,237049,11414.8796,400,14684,17,9789,0,0,0
3582,1,0,700,0.0000,700,700,0,,0,2942,2942
3583,1,0,500,0.0000,500,500,0,,5336,0,0
3584,1,0,200,0.0000,200,200,0,,0,33827,50740
3585,1,0,300,0.0000,300,300,0,,6242,0,0
3586,72,69,978819,14104.0202,300,19426,57,12951,0,0,0
3587,12,36,26500,736.1111,100,11400,2,2000,0,3251,3251
3588,1,0,700,0.0000,700,700,0,,6679,0,0
3589,36,26,999784,39207.2157,1100,48167,0,,0,0,0
3590,32,31,744757,24365.0055,800,32822,25,21881,0,0,0
3591,46,31,860916,27801.3778,200,44780,0,,0,0,0
3592,1,0,600,0.0000,600,600,0,,6007,0,0
3593,72,71,1203918,17012.5012,200,23681,58,15787,0,0,0
3594,59,56,1565270,27884.8575,600,49365,0,,0,0,0
3595,68,56,749388,13373.9679,400,17705,46,11803,0,0,0
3596,34,32,652678,20438.7683,500,27698,26,18465,0,0,0
3597,54,34,1324636,39036.4244,100,49177,0,,0,0,0
3598,16,14,234346,17316.2069,300,22098,11,14732,0,0,0
3599,1,0,700,0.0000,700,700,0,,5440,0,0
3600,1,0,1100,0.0000,1100,1100,0,,6623,0,0
3601,1,0,700,0.0000,700,700,0,,5827,0,0
3602,50,25,1141135,45343.1126,500,45716,0,,0,0,0
3603,18,15,309858,20520.3974,100,27678,12,18452,0,0,0
3604,1,0,500,0.0000,500,500,0,,6945,0,0
3605,34,33,889695,26933.2492,600,37046,27,24697,0,0,0
3606,40,32,258640,8023.9917,100,10176,26,6784,0,0,0
3608,73,52,1312725,25196.2572,200,49636,0,,0,0,0
3609,70,65,1502089,23002.8943,600,31481,54,20987,0,0,0
3610,1,0,700,0.0000,700,700,0,,4279,0,0
3612,59,52,826729,15847.8403,700,21388,43,14259,0,0,0
3613,78,65,664445,10259.0582,200,13892,53,9261,0,0,0
3614,39,28,968921,34197.2118,500,49236,2,500,0,0,0
3615,29,25,293378,11565.4928,300,14862,21,9908,0,0,0
3616,9,12,29300,2441.6667,400,12500,2,1700,0,0,0
3617,69,62,1116116,18118.7662,900,24506,50,16337,0,0,0
3618,73,63,1199490,18929.3530,400,25406,52,16937,0,0,0
3620,43,23,122529,5421.6372,500,28736,23,500,0,0,0
3621,63,48,466804,9664.6791,100,11968,40,7979,0,0,0
3622,72,51,1361474,26695.5686,500,48843,3,14700,0,0,0
3623,16,45,42500,944.4444,500,10600,2,2700,0,3893,3893
3624,41,43,1014057,23766.9609,500,49573,0,,0,0,0
3625,1,0,300,0.0000,300,300,0,,6974,0,0
3626,34,25,376031,14784.9672,800,18549,21,12366,0,0,0
3628,42,39,655026,16639.1025,400,22946,32,15297,0,0,0
3629,23,56,39500,705.3571,100,5100,3,900,0,15873,23810
3631,1,0,800,0.0000,800,800,0,,5224,0,0
3632,22,33,508925,15344.4724,400,45237,0,,0,0,0
3633,32,22,314650,14109.8655,200,17631,19,11754,0,0,0
3634,1,0,1000,0.0000,1000,1000,0,,0,48511,72766
3635,6,18,21800,1211.1111,600,13600,0,,0,3808,3808
3636,88,55,741100,13377.2563,100,17800,45,9820,0,0,0
3637,42,38,672304,17738.8918,400,23964,31,15976,0,0,0
3638,6,25,19400,776.0000,500,4900,0,,0,33948,50922
3639,1,0,200,0.0000,200,200,0,,5038,0,0
3640,1,0,300,0.0000,300,300,0,,6454,0,0
3641,1,0,600,0.0000,600,600,0,,0,3371,3371
3643,27,48,59600,1241.6667,100,10300,2,3000,0,0,0
3644,1,0,1000,0.0000,1000,1000,0,,0,3456,3456
3645,34,30,517535,17136.9205,300,23642,25,15761,0,0,0
3646,79,38,2031647,53558.3568,700,49827,3,7000,0,0,0
3647,42,30,310030,10243.2819,300,13146,25,8764,0,0,0
3648,18,32,46100,1440.6250,100,6800,2,1800,0,3704,3704
3649,69,68,1345429,19814.8601,600,27592,55,18395,0,0,0
3650,70,55,750480,13661.6505,100,17682,45,11788,0,0,0
3651,1,0,800,0.0000,800,800,0,,5081,0,0
3652,1,0,900,0.0000,900,900,0,,6097,0,0
3653,57,56,1346560,24002.8520,900,33090,46,22060,0,0,0
3654,75,66,1483965,22484.3182,700,29895,54,19930,0,0,0
3655,38,36,605668,16777.5069,900,23118,30,15412,0,0,0
3656,111,65,363663,5560.5963,500,43456,65,1500,0,0,0
3657,1,0,1000,0.0000,1000,1000,0,,5569,0,0
3658,46,21,115670,5481.9905,300,23031,21,700,0,0,0
3659,35,23,364427,16054.0529,900,18700,19,11541,0,0,0
3660,153,62,399833,6448.9194,100,49215,62,600,0,0,0
3661,1,0,800,0.0000,800,800,0,,4966,0,0
3662,20,19,408023,21897.4776,600,29102,15,19401,0,0,0
3663,52,50,1345979,26973.5271,400,36993,41,24662,0,0,0
3664,48,32,1256997,39322.1168,800,49851,0,,0,0,0
3665,20,18,298555,16314.4809,500,45719,0,,0,0,0
3667,84,59,350937,5924.6539,300,7900,49,4463,0,0,0
3668,17,28,46600,1664.2857,200,11200,2,2900,0,0,0
3669,72,60,552660,9155.0525,100,12246,50,8164,0,0,0
3670,1,0,400,0.0000,400,400,0,,4442,0,0
3671,1,0,1000,0.0000,1000,1000,0,,4498,0,0
3672,35,33,712056,21404.4890,100,29619,27,19746,0,0,0
3673,17,30,32800,1093.3333,400,8700,2,2000,0,2909,2909
3674,146,70,3497094,49745.2916,400,49136,2,8600,0,0,0
3675,3,23,10100,439.1304,700,5100,0,,0,46099,69148
3676,1,0,1100,0.0000,1100,1100,0,,4979,0,0
3677,1,0,400,0.0000,400,400,0,,0,3425,3425
3678,103,70,794681,11428.7776,200,13352,57,8901,0,0,0
3679,70,41,846487,20900.9136,200,25862,33,17241,0,0,0
3680,1,0,1000,0.0000,1000,1000,0,,5800,0,0
3681,27,23,497350,21750.0000,200,29511,19,19674,0,0,0
3682,116,67,489866,7293.2903,200,14600,55,4142,0,0,0
3683,65,65,1629107,25192.3763,1000,35139,53,23426,0,0,0
3684,1,0,1100,0.0000,1100,1100,0,,6710,0,0
3686,1,0,1100,0.0000,1100,1100,0,,0,3082,3082
3687,69,62,826020,13315.7442,300,17916,51,11944,0,0,0
3688,64,62,1036215,16722.1356,1100,22887,51,15258,0,0,0
3689,49,37,1188023,31708.7989,500,48375,0,,0,0,0
3690,30,27,664414,24915.5250,900,46458,0,,0,0,0
3691,1,0,400,0.0000,400,400,0,,6540,0,0
3692,1,0,500,0.0000,500,500,0,,4895,0,0
3693,91,72,1323925,18516.4336,300,28000,59,15447,0,0,0
3694,32,29,408455,13861.5950,1100,18436,25,12291,0,0,0
3695,25,20,303914,14897.7451,700,19227,17,12818,0,0,0
3696,32,30,728185,24326.8931,100,33567,25,22378,0,0,0
3697,72,68,972564,14239.5900,400,19601,56,13067,0,0,0
3698,20,34,48100,1414.7059,200,11500,2,1900,0,0,0
3699,68,65,1365362,21005.5692,600,28940,54,19293,0,0,0
3700,21,18,415238,22567.2826,800,29217,15,19478,0,0,0
3701,1,0,800,0.0000,800,800,0,,6192,0,0
3702,60,44,834376,18764.0780,500,24509,36,16339,0,0,0
3703,1,0,400,0.0000,400,400,0,,0,3019,3019
3704,1,0,500,0.0000,500,500,0,,6242,0,0
3705,28,14,776522,55864.8921,200,49340,0,,0,0,0
3706,53,33,290889,8950.4308,200,9670,27,6447,0,0,0
3708,65,25,176156,7008.8594,300,32276,25,1900,0,0,0
3709,43,34,445406,13256.1310,100,17157,28,11438,0,0,0
3710,53,46,594900,12941.9869,600,17322,38,11548,0,0,0
3711,18,19,381359,20071.5263,400,49137,0,,0,0,0
3712,1,0,900,0.0000,900,900,0,,6074,0,0
3713,123,67,2847934,42506.4776,600,49573,2,5000,0,0,0
3714,79,57,1901036,33332.0164,400,49239,0,,0,0,0
3715,7,9,23200,2577.7778,600,11500,2,900,0,0,0
3716,12,19,38800,2042.1053,200,11900,2,200,0,0,0
3717,8,22,17600,800.0000,300,5900,0,,0,15582,23373
3718,27,57,80200,1407.0175,100,12500,2,4100,0,3161,3161
3719,20,18,254629,14278.2617,200,19118,15,12745,0,0,0
3720,1,0,800,0.0000,800,800,0,,5657,0,0
3721,1,0,500,0.0000,500,500,0,,0,3391,3391
3722,16,12,179784,14498.7097,400,18278,10,12185,0,0,0
3723,54,31,308181,10104.2951,100,49485,31,1300,0,0,0
3724,13,14,169183,11803.4651,400,43780,0,,0,0,0
3725,45,42,779585,18357.5746,800,25490,35,16993,0,0,0
3726,43,30,1048370,35101.6741,400,49915,2,9700,0,0,0
3727,49,35,512848,14542.0038,300,19044,29,12696,0,0,0
3728,8,45,18200,404.4444,400,6500,0,,0,11213,16820
3729,1,0,300,0.0000,300,300,0,,4412,0,0
3730,1,0,800,0.0000,800,800,0,,5152,0,0
3731,1,0,1100,0.0000,1100,1100,0,,0,2962,2962
3732,1,0,500,0.0000,500,500,0,,4673,0,0
3733,49,29,1244862,42926.2759,1000,49069,0,,0,0,0
3734,83,70,417258,5955.1570,400,10000,58,4939,0,0,0
3735,71,42,2013161,48085.0557,300,49533,0,,0,0,0
3736,1,0,1000,0.0000,1000,1000,0,,6963,0,0
3737,1,0,1100,0.0000,1100,1100,0,,6852,0,0
3738,67,65,1434647,21992.5447,400,30501,54,20334,0,0,0
3739,23,21,430240,20618.5304,600,27870,17,18580,0,0,0
3741,37,28,216631,7736.8214,500,9513,23,6342,0,0,0
3742,1,0,1000,0.0000,1000,1000,0,,4454,0,0
3743,35,33,753940,22709.0361,600,31335,27,20890,0,0,0
3745,29,65,279000,4292.3077,200,32500,2,200,0,26258,39387
3746,32,31,647853,21241.0820,1000,28538,25,19025,0,0,0
3747,86,56,645714,11537.4747,1000,12861,46,8574,0,0,0
3748,1,0,1000,0.0000,1000,1000,0,,0,3192,3192
3749,30,28,718303,25351.8706,800,35169,23,23446,0,0,0
3750,49,45,1005421,22194.7241,600,30350,37,20233,0,0,0
3751,66,64,1370682,21529.0366,700,29954,52,19969,0,0,0
3752,51,49,914896,18633.3198,200,25604,40,17069,0,0,0
3753,1,0,900,0.0000,900,900,0,,5937,0,0
3754,4,30,6900,230.0000,100,4700,0,,0,29561,44342
3755,58,35,1572144,44961.2202,200,48659,0,,0,0,0
3756,77,51,1908441,37298.5212,400,49906,0,,0,0,0
3757,1,0,1100,0.0000,1100,1100,0,,0,29478,44217
3758,62,39,337595,8634.1432,100,9200,32,6014,0,0,0
3759,1,0,600,0.0000,600,600,0,,4930,0,0
3760,105,72,2760640,38236.0111,1000,49992,0,,0,0,0
3763,51,40,480507,11952.9104,300,15424,33,10283,0,0,0
3764,19,36,48300,1341.6667,100,12300,3,2600,0,3911,3911
3765,1,0,600,0.0000,600,600,0,,0,3106,3106
3766,27,26,655385,24888.0380,100,48643,0,,0,0,0
3767,42,37,482148,12891.6578,300,17354,30,11569,0,0,0
3768,30,19,684575,36805.1075,400,48822,0,,0,0,0
3769,1,0,700,0.0000,700,700,0,,6851,0,0
3770,49,39,811986,20784.6246,100,27134,32,18089,0,0,0
3771,79,67,1867397,27816.2413,100,48935,2,700,0,0,0
3772,38,37,955847,25694.8118,1100,35361,30,23574,0,0,0
3773,1,0,700,0.0000,700,700,0,,5791,0,0
3774,32,28,407170,14716.9880,300,19410,23,12940,0,0,0
3775,1,0,300,0.0000,300,300,0,,6136,0,0
3776,28,26,663178,25279.9746,1000,34662,21,23108,0,0,0
3777,1,0,200,0.0000,200,200,0,,0,3223,3223
3778,72,66,1650257,25003.8939,900,34197,55,22798,0,0,0
3779,52,42,532078,12800.5934,100,17106,34,11404,0,0,0
3780,1,0,300,0.0000,300,300,0,,6272,0,0
3781,74,70,1813481,26068.2463,800,36050,57,24033,0,0,0
3782,6,16,25800,1612.5000,1100,7100,0,,0,28522,42783
3783,42,37,378341,10243.8899,300,13313,30,8875,0,0,0
3784,50,35,330267,9409.3162,300,11122,29,7415,0,0,0
3785,85,70,1965850,28258.5050,200,35763,57,23842,0,0,0
3786,112,67,2980488,44330.5107,300,49767,0,,0,0,0
3787,72,71,1594800,22599.9055,800,31425,58,20950,0,0,0
3788,177,69,571283,8247.5890,200,40359,70,1000,0,0,0
3789,40,29,874288,30605.1809,100,48247,2,100,0,0,0
3790,28,19,509558,26818.8421,1100,48320,0,,0,0,0
3791,3,10,1900,190.0000,100,1400,0,,0,27680,41520
3792,1,0,300,0.0000,300,300,0,,5277,0,0
3793,35,30,381090,12759.7098,100,16758,25,11172,0,0,0
3794,25,22,475050,21176.0773,400,28107,19,18738,0,0,0
3795,35,33,692360,20854.2169,900,28665,27,19110,0,0,0
3796,74,67,1149469,17037.5840,100,23362,55,15575,0,0,0
3797,29,50,68900,1378.0000,200,9100,3,1000,0,0,0
3798,18,16,270954,17331.8124,200,23165,13,15443,0,0,0
3799,27,25,443660,18083.9674,900,24096,20,16064,0,0,0
3800,32,27,227396,8422.0741,200,11090,22,7393,0,0,0
3801,31,30,713605,23760.4329,200,32926,25,21951,0,0,0
3802,1,0,200,0.0000,200,200,0,,4914,0,0
3803,45,35,320051,9126.9297,600,11674,29,7783,0,0,0
3804,5,32,8900,278.1250,200,3800,0,,0,31624,47436
3805,66,54,729855,13515.8333,200,17745,45,11830,0,0,0
3806,34,32,792780,24646.0104,200,33852,26,22568,0,0,0
3807,43,40,852842,21500.2185,500,29298,33,19532,0,0,0
3808,74,65,1138436,17505.4229,100,23688,54,15792,0,0,0
3809,33,25,309250,12337.1011,300,15570,20,10380,0,0,0
3810,1,0,500,0.0000,500,500,0,,6541,0,0
3811,17,21,39600,1885.7143,100,8400,3,800,0,3773,3773
3812,1,0,400,0.0000,400,400,0,,4980,0,0
3813,19,14,177815,12492.8571,1100,15465,12,10310,0,0,0
3814,13,21,32400,1542.8571,300,11100,2,3300,0,0,0
3815,35,31,929990,30227.1939,400,46613,2,32559,0,0,0
3816,23,32,70500,2203.1250,100,9800,2,3500,0,0,0
3817,61,47,528794,11331.3000,300,14691,39,9794,0,0,0
3818,82,72,1394648,19298.6347,100,26049,60,17366,0,0,0
3819,31,25,304460,12049.8681,700,15980,20,10653,0,0,0
3820,87,62,912792,14810.0379,200,18122,50,12081,0,0,0
3821,72,32,313852,9666.8994,500,47518,33,500,0,0,0
3822,29,58,128800,2220.6897,200,12300,2,6200,0,17347,26020
3823,12,45,181367,4051.3850,600,47349,0,,0,0,0
3824,63,58,594976,10317.5029,500,13947,47,9298,0,0,0
3825,23,58,264787,4549.6048,100,41105,2,400,0,0,0
3826,69,46,425900,9265.4097,300,10800,38,6778,0,0,0
3827,53,51,513154,10048.7076,200,13664,42,9109,0,0,0
3828,1,0,1100,0.0000,1100,1100,0,,0,3016,3016
3830,11,20,53300,2665.0000,200,15800,0,,0,14313,21470
3832,44,35,316740,8998.2955,200,11670,29,7780,0,0,0
3833,20,18,522764,29368.7640,800,48446,0,,0,0,0
3834,87,72,1116369,15555.5365,700,20812,59,13875,0,0,0
3835,76,70,1088281,15569.1130,800,21350,57,14233,0,0,0
3836,14,12,336600,27440.2174,300,34790,10,23193,0,0,0
3837,17,55,84100,1529.0909,800,11300,2,11300,0,13776,20664
3838,58,56,773258,13783.5651,800,18860,46,12573,0,0,0
3839,1,0,600,0.0000,600,600,0,,0,30721,46082
3840,1,0,700,0.0000,700,700,0,,5970,0,0
3841,1,0,800,0.0000,800,800,0,,4547,0,0
3842,1,0,800,0.0000,800,800,0,,5031,0,0
3843,36,27,209405,7833.1047,100,41413,27,1700,0,0,0
3844,1,0,200,0.0000,200,200,0,,0,3390,3390
3845,45,44,1154774,26546.5287,500,36813,35,24542,0,0,0
3846,1,0,700,0.0000,700,700,0,,0,3024,3024
3847,45,42,924942,21797.5334,1000,30371,35,20247,0,0,0
3848,42,30,391015,13224.8591,100,16293,25,10862,0,0,0
3849,53,50,924225,18325.6775,700,25275,41,16850,0,0,0
3850,70,65,1441005,22135.2535,900,30315,54,20210,0,0,0
3851,25,21,453478,21907.1498,300,46965,0,,0,0,0
3852,1,0,200,0.0000,200,200,0,,5046,0,0
3854,16,31,31500,1016.1290,200,11400,3,300,0,3330,3330
3855,42,40,956721,24139.3019,300,32890,33,21927,0,0,0
3856,1,0,500,0.0000,500,500,0,,4938,0,0
3857,1,0,200,0.0000,200,200,0,,0,3275,3275
3858,69,37,272386,7455.8212,200,39921,36,1700,0,0,0
3859,37,33,905630,27751.6854,200,49998,2,11300,0,0,0
3860,4,17,8800,517.6471,300,5800,0,,0,12485,18728
3861,24,23,619000,27470.4142,700,37098,19,24732,0,0,0
3862,50,25,1322009,52460.6746,600,49627,0,,0,0,0
3863,80,64,919186,14445.0393,300,19134,52,12756,0,0,0
3864,49,30,1017796,34040.0000,100,44117,0,,0,0,0
3865,48,47,990308,21220.8857,500,29112,39,19408,0,0,0
3866,12,40,177812,4478.8917,700,42634,0,,0,0,0
3867,20,17,264000,15621.3018,800,20822,14,13881,0,0,0
3868,1,0,200,0.0000,200,200,0,,5362,0,0
3869,107,52,2831330,54205.4244,200,49897,0,,0,0,0
3870,1,0,800,0.0000,800,800,0,,5510,0,0
3871,1,0,300,0.0000,300,300,0,,4356,0,0
3872,12,18,36300,2016.6667,600,5600,2,2300,0,15013,22520
3874,67,43,483124,11287.9439,200,13188,35,8792,0,0,0
3875,1,0,1100,0.0000,1100,1100,0,,0,38482,57723
3876,71,59,1771675,29943.8028,500,49936,0,,0,0,0
3877,27,26,606980,23315.4930,500,31920,21,21280,0,0,0
3878,24,49,55000,1122.4490,200,8400,3,1500,0,2902,2902
3880,1,0,800,0.0000,800,800,0,,6871,0,0
3881,51,34,285560,8440.1970,200,10142,28,6761,0,0,0
3882,35,66,65100,986.3636,200,8800,5,1600,0,3246,3246
3883,184,70,488852,6970.3232,300,45790,73,500,0,0,0
3884,33,25,241660,9653.5286,100,12680,20,8453,0,0,0
3885,25,20,130132,6358.2410,200,9600,17,5184,0,0,0
3886,78,58,1795527,30957.3621,400,49557,2,1600,0,0,0
3887,18,28,56200,2007.1429,100,13500,2,2100,0,3020,3020
3888,25,53,59800,1128.3019,500,10900,3,2200,0,0,0
3889,1,0,1100,0.0000,1100,1100,0,,0,2910,2910
3890,55,34,381440,11120.6997,100,13700,28,8201,0,0,0
3891,72,65,1154501,17889.9948,600,24477,53,16318,0,0,0
3892,1,0,800,0.0000,800,800,0,,0,3357,3357
3893,37,24,155280,6390.1235,100,7400,20,4553,0,0,0
3894,1,0,600,0.0000,600,600,0,,6868,0,0
3895,45,42,477360,11465.8127,200,15626,34,10417,0,0,0
3896,3,35,9200,262.8571,400,4500,0,,0,33747,50620
3897,22,20,486888,24143.2066,1000,32781,16,21854,0,0,0
3898,1,0,800,0.0000,800,800,0,,6915,0,0
3899,32,30,630660,21186.7861,800,28932,25,19288,0,0,0
3901,18,15,303091,19681.2338,800,25816,13,17211,0,0,0
3902,51,41,453609,11181.8159,600,14480,33,9653,0,0,0
3903,51,49,908192,18712.7473,500,26019,40,17346,0,0,0
3904,1,0,600,0.0000,600,600,0,,0,3113,3113
3905,34,19,703716,37037.6842,800,46345,0,,0,0,0
3906,2,15,9800,653.3333,1100,8700,0,,0,33464,50196
3907,40,32,949547,29489.0373,600,49440,0,,0,0,0
3908,1,0,700,0.0000,700,700,0,,4810,0,0
3909,73,72,1880600,26131.5424,700,36600,59,24400,0,0,0
3910,1,0,1000,0.0000,1000,1000,0,,4506,0,0
3911,1,0,200,0.0000,200,200,0,,0,2920,2920
3912,1,0,700,0.0000,700,700,0,,6241,0,0
3913,30,27,433834,16289.1364,900,21520,22,14347,0,0,0
3914,43,40,949936,23968.1077,200,32543,33,21695,0,0,0
3915,72,69,1735819,25120.3907,100,34696,57,23131,0,0,0
3916,3,10,7400,740.0000,800,3800,0,,0,16162,24243
3917,34,33,758904,23113.8274,600,31596,27,21064,0,0,0
3918,67,61,631953,10365.5495,700,13923,50,9282,0,0,0
3919,16,14,274265,19826.3855,200,25845,11,17230,0,0,0
3920,77,65,1812619,28015.7496,300,49759,2,4300,0,0,0
3921,77,54,1697100,31564.1662,100,49694,2,1300,0,0,0
3922,1,0,900,0.0000,900,900,0,,5673,0,0
3923,73,69,1658619,23887.9357,400,32956,57,21971,0,0,0
3924,1,0,300,0.0000,300,300,0,,4764,0,0
3925,73,40,1642811,41070.2750,400,49419,2,6100,0,0,0
3926,1,0,400,0.0000,400,400,0,,5427,0,0
3927,93,63,435563,6965.2932,100,13500,51,4989,0,0,0
3928,60,32,218826,6895.7773,300,42613,32,1200,0,0,0
3930,46,44,925356,20967.2810,800,28833,36,19222,0,0,0
3931,37,35,750036,21635.6538,1000,29508,29,19672,0,0,0
3932,1,0,600,0.0000,600,600,0,,6957,0,0
3933,36,34,548024,16118.3529,700,46242,2,10500,0,0,0
3934,1,0,700,0.0000,700,700,0,,6362,0,0
3935,20,70,72600,1037.1429,700,7900,2,3900,0,21736,32604
3936,18,40,43200,1080.0000,200,11300,2,1900,0,3628,3628
3937,1,0,800,0.0000,800,800,0,,5258,0,0
3938,62,62,1532861,24897.5799,1100,34551,50,23034,0,0,0
3939,85,66,595603,9033.4125,100,11649,54,7766,0,0,0
3940,6,21,22800,1085.7143,700,9100,0,,0,17895,26842
3941,1,0,300,0.0000,300,300,0,,0,3164,3164
3942,54,32,1242567,38992.6883,100,49647,0,,0,0,0
3943,1,0,300,0.0000,300,300,0,,0,2913,2913
3944,41,39,741064,19198.5492,800,25996,32,17331,0,0,0
3945,25,37,56500,1527.0270,100,12100,2,1600,0,0,0
3946,30,29,557253,19149.5876,900,26493,24,17662,0,0,0
3947,37,35,778137,22232.4857,400,30665,29,20443,0,0,0
3948,66,62,1008485,16300.9429,200,22635,50,15090,0,0,0
3949,19,36,186195,5196.1395,300,46499,3,2000,0,0,0
3950,17,15,422220,27298.7069,400,36156,13,24104,0,0,0
3951,23,19,125733,6771.9749,600,8302,15,5535,0,0,0
3952,1,0,500,0.0000,500,500,0,,6610,0,0
3953,4,13,39900,3069.2308,500,20700,0,,0,31786,47679
3954,1,0,1000,0.0000,1000,1000,0,,6109,0,0
3955,99,66,614780,9352.6369,100,11534,54,7689,0,0,0
3956,39,26,335141,13040.5058,100,15586,21,10391,0,0,0
3957,1,0,700,0.0000,700,700,0,,0,30463,45694
3958,14,11,303122,26589.6491,1000,34526,10,23017,0,0,0
3959,8,22,58300,2650.0000,300,13700,2,7000,0,16806,25209
3960,1,0,500,0.0000,500,500,0,,4807,0,0
3961,1,0,700,0.0000,700,700,0,,0,3464,3464
3962,11,24,39100,1629.1667,100,12000,0,,0,0,0
3963,16,14,209092,15488.2963,600,19296,11,12864,0,0,0
3964,1,0,800,0.0000,800,800,0,,0,3219,3219
3965,23,58,146600,2527.5862,200,21000,2,4400,0,14097,21146
3966,1,0,800,0.0000,800,800,0,,4334,0,0
3967,56,27,1235397,45307.9584,100,49963,0,,0,0,0
3968,37,36,684692,19125.4749,1100,26292,30,17528,0,0,0
3969,68,67,1258194,18863.4783,600,26274,55,17516,0,0,0
3970,2,14,4300,307.1429,200,4100,0,,0,38155,57232
3971,25,22,603130,27624.2748,200,44773,0,,0,0,0
3972,70,63,1186790,18907.9660,700,25902,51,17268,0,0,0
3973,44,37,438686,11845.7066,200,15618,30,10412,0,0,0
3974,36,34,566304,16820.9109,900,22816,28,15211,0,0,0
3975,1,0,400,0.0000,400,400,0,,0,3404,3404
3976,1,0,600,0.0000,600,600,0,,6453,0,0
3977,1,0,800,0.0000,800,800,0,,4636,0,0
3978,49,47,1119000,24064.5161,700,33327,38,22218,0,0,0
3979,38,34,402450,11710.4753,700,15797,28,10531,0,0,0
3980,91,69,730131,10551.0260,100,12833,57,8555,0,0,0
3981,1,0,500,0.0000,500,500,0,,0,3397,3397
3982,1,0,700,0.0000,700,700,0,,0,3230,3230
3983,72,71,1127102,15867.2267,900,21939,59,14626,0,0,0
3984,1,0,500,0.0000,500,500,0,,4041,0,0
3985,1,0,900,0.0000,900,900,0,,4077,0,0
3986,25,18,220933,12411.9663,300,15256,15,10171,0,0,0
3987,19,15,181884,12206.9799,200,15608,12,10405,0,0,0
3988,57,20,137132,6937.5379,100,26346,20,1000,0,0,0
3989,1,0,900,0.0000,900,900,0,,4016,0,0
3990,32,22,645222,29328.2727,300,49456,0,,0,0,0
3991,1,0,300,0.0000,300,300,0,,6943,0,0
3992,14,12,259778,22015.0847,200,29744,10,19829,0,0,0
3993,38,35,763667,21715.6493,400,30022,29,20015,0,0,0
3994,51,33,1222221,36962.3286,200,49808,0,,0,0,0
3995,48,40,451101,11230.7303,200,14710,33,9807,0,0,0
3996,1,0,1100,0.0000,1100,1100,0,,6646,0,0
3997,63,60,523352,8756.5867,200,12027,49,8018,0,0,0
3998,35,32,590710,18421.3098,100,25059,26,16706,0,0,0
3999,94,68,1119236,16395.0586,400,26400,56,12245,0,0,0
4000,167,65,565425,8636.8381,200,48404,66,1600,0,0,0
4001,26,46,56500,1228.2609,100,12800,5,600,0,0,0
4003,34,15,942161,62257.3348,400,49238,0,,0,0,0
4008,25,33,78400,2375.7576,300,9700,2,5100,0,0,0
4009,59,58,1560344,26748.7543,900,37130,48,24753,0,0,0
4010,30,28,434624,15394.0024,900,21252,23,14168,0,0,0
4013,43,63,265800,4219.0476,100,16700,2,9200,0,10030,15045
4014,85,43,2115980,49593.2813,100,49252,0,,0,0,0
4026,7,18,18000,1000.0000,600,6900,0,,0,26204,39306
4033,29,25,340240,13555.3785,500,18368,20,12245,0,0,0
